Scenario,30201,50102,293874,300871,301060,343310,570183,612937,789124,987034
11,19.822654952896087,19.75354054193903,19.781456863546673,19.790221485011834,19.863552431452316,19.83086033650953,19.772897895497582,19.823857239339596,19.74627035966735,19.7274478671079
12,19.90272668255722,19.903176393631075,19.88201271323888,19.82654163696687,19.884453814148834,19.83261318691324,19.845468582416355,19.885647995349686,19.794015818325942,19.91736255326248
13,19.82650855899909,19.832633345686475,19.847039429709916,19.86914584686532,19.916011262231567,19.88893754538467,19.857265585045056,19.856909535573415,19.828417785181465,19.795142269809975
14,19.939070317053737,19.93498057855372,19.918294361662873,19.88534914478919,19.928244962557656,19.854071768026756,19.89725526922497,19.90868266323693,19.846062281359753,19.94492377431413
31,29.665187390685425,29.476662066847037,29.452245201669115,29.54997943094365,29.609761418852017,29.47055817575532,29.389447685997368,29.618987854905374,29.24600492161485,29.397321325870113
32,29.69804885967153,29.75629507658512,29.614910695166728,29.658533471579204,29.689752698567297,29.516789111058355,29.668434147881044,29.706149822413725,29.38785127926736,29.74736293355995
33,29.741777330209995,29.620136078981655,29.624235322469204,29.72210553779078,29.74616484877484,29.673730261203602,29.58643539870164,29.70881297806634,29.57006960648551,29.581951572526673
34,29.79159979147872,29.828151665005773,29.747362759360346,29.769175725939515,29.788247949772575,29.69937697082508,29.784522489128445,29.788728720972102,29.589105605750472,29.834996001171042
51,39.32155816124095,38.86579447388876,38.94189069687931,38.98493956726144,39.174942393802205,39.24038173264761,38.9081835677361,39.31095642904875,38.859964054277626,38.71605663837674
52,39.44180699169209,39.55542939733002,39.21051557802314,39.28400844658625,39.318591650613484,39.315191966625186,39.43623582320003,39.44424008768021,38.97575127155426,39.459780866372185
53,39.52044952249887,39.28825912127579,39.333578373883554,39.39794194538788,39.50660529565259,39.4785182526403,39.33802797622896,39.519562415877,39.26327683420388,39.19977957796885
54,39.60669799534833,39.68620061896326,39.50297408713773,39.53023431138375,39.56786544063075,39.50330351837991,39.6038988969368,39.616473853345184,39.3642066743796,39.67129774170163
